element_key,input_text,target_text_xpath,target_text_css,class
cls_div_slider-spot-slide-footer-redirection__subtitle,"<div class=""slider-spot-slide-footer-redirection__subtitle""><span>Scroll down</span></div>","//div[contains(@class, 'slider-spot-slide-footer-redirection__subtitle')]",div.slider-spot-slide-footer-redirection__subtitle,slider-spot-slide-footer-redirection__subtitle
cls_div_slider-spot-slide-footer-redirection__line,"<div class=""slider-spot-slide-footer-redirection__line"" role=""presentation""></div>","//div[contains(@class, 'slider-spot-slide-footer-redirection__line')]",div.slider-spot-slide-footer-redirection__line,slider-spot-slide-footer-redirection__line
cls_div_slider-spot-slide-footer-marketing__main,"<div class=""slider-spot-slide-footer-marketing__main""><h2 class=""screen-reader-text""><span>Footer</span></h2><a class=""slider-spot-slide-footer-marketing__newsletter link"" href=""https://www.zara.com/ie/en/z-newsletter-nl1400.html?v1=11110"" tabindex=""0""><span>join our newsletter</span></a><div class=""slider-spot-slide-footer-marketing__social-network""><div class=""mk-spot html-spot"" data-name=""ESpot_SocialNetwork_Footer""><ul id=""homeSocialFooter"" class=""zds-label-xs"">
  <li>         <a href=""https://www.tikto","//div[contains(@class, 'slider-spot-slide-footer-marketing__main')]",div.slider-spot-slide-footer-marketing__main,slider-spot-slide-footer-marketing__main
cls_h2_screen-reader-text,"<h2 class=""screen-reader-text""><span>Footer</span></h2>","//h2[contains(@class, 'screen-reader-text')]",h2.screen-reader-text,screen-reader-text
cls_a_slider-spot-slide-footer-marketing__newsletter,"<a class=""slider-spot-slide-footer-marketing__newsletter link"" href=""https://www.zara.com/ie/en/z-newsletter-nl1400.html?v1=11110"" tabindex=""0""><span>join our newsletter</span></a>","//a[contains(@class, 'slider-spot-slide-footer-marketing__newsletter')]",a.slider-spot-slide-footer-marketing__newsletter,slider-spot-slide-footer-marketing__newsletter link
cls_div_slider-spot-slide-footer-marketing__social-network,"<div class=""slider-spot-slide-footer-marketing__social-network""><div class=""mk-spot html-spot"" data-name=""ESpot_SocialNetwork_Footer""><ul id=""homeSocialFooter"" class=""zds-label-xs"">
  <li>         <a href=""https://www.tiktok.com/@zara"" target=""_blank"" id="""" class="""">Tiktok</a>       </li>
  <li>         <a href=""https://www.instagram.com/zaracare/"" target=""_blank"" id="""" class="""">Instagram</a>       </li>
  <li>         <a href=""https://www.facebook.com/Zara"" target=""_blank"" id="""" class="""">Facebook</a>      ","//div[contains(@class, 'slider-spot-slide-footer-marketing__social-network')]",div.slider-spot-slide-footer-marketing__social-network,slider-spot-slide-footer-marketing__social-network
cls_div_mk-spot,"<div class=""mk-spot html-spot"" data-name=""ESpot_SocialNetwork_Footer""><ul id=""homeSocialFooter"" class=""zds-label-xs"">
  <li>         <a href=""https://www.tiktok.com/@zara"" target=""_blank"" id="""" class="""">Tiktok</a>       </li>
  <li>         <a href=""https://www.instagram.com/zaracare/"" target=""_blank"" id="""" class="""">Instagram</a>       </li>
  <li>         <a href=""https://www.facebook.com/Zara"" target=""_blank"" id="""" class="""">Facebook</a>       </li>
  
  <li>         <a href=""https://x.com/ZARA"" target=""_b","//div[contains(@class, 'mk-spot')]",div.mk-spot,mk-spot html-spot
cls_div_slider-spot-slide-footer-marketing__privacy-links,"<div class=""slider-spot-slide-footer-marketing__privacy-links""><nav class=""slider-spot-slide-footer-privacy-links"" aria-labelledby=""layout-footer-sitemap-title""><h3 id=""layout-footer-sitemap-title"" class=""screen-reader-text""><span>Legal documents</span></h3><ul><li class=""slider-spot-slide-footer-privacy-links__section""><button class=""slider-spot-slide-footer-privacy-links__action"" data-qa-id=""home-cookies-settings"">Cookies Settings</button></li><li class=""slider-spot-slide-footer-privacy-links__section""><a","//div[contains(@class, 'slider-spot-slide-footer-marketing__privacy-links')]",div.slider-spot-slide-footer-marketing__privacy-links,slider-spot-slide-footer-marketing__privacy-links
id_h3_layout-footer-sitemap-title,"<h3 id=""layout-footer-sitemap-title"" class=""screen-reader-text""><span>Legal documents</span></h3>",//h3[@id='layout-footer-sitemap-title'],h3#layout-footer-sitemap-title,screen-reader-text
qaid_button_home-cookies-settings,"<button class=""slider-spot-slide-footer-privacy-links__action"" data-qa-id=""home-cookies-settings"">Cookies Settings</button>",//button[@data-qa-id='home-cookies-settings'],button[data-qa-id='home-cookies-settings'],slider-spot-slide-footer-privacy-links__action
cls_a_slider-spot-slide-footer-privacy-links__action,"<a class=""slider-spot-slide-footer-privacy-links__action link"" href=""https://static.zara.net/static/pdfs/IE/privacy-policy/privacy-policy-en_IE-20250521.pdf"" rel=""noopener noreferrer"" tabindex=""0"" target=""_blank""><span>Privacy and cookies policy</span></a>","//a[contains(@class, 'slider-spot-slide-footer-privacy-links__action')]",a.slider-spot-slide-footer-privacy-links__action,slider-spot-slide-footer-privacy-links__action link
cls_div_slider-spot-slide-footer-marketing__legal,"<div class=""slider-spot-slide-footer-marketing__legal""></div>","//div[contains(@class, 'slider-spot-slide-footer-marketing__legal')]",div.slider-spot-slide-footer-marketing__legal,slider-spot-slide-footer-marketing__legal
cls_div_layout-footer__container,"<div class=""layout-footer__container""></div>","//div[contains(@class, 'layout-footer__container')]",div.layout-footer__container,layout-footer__container
id_div_theme-modal-container,"<div id=""theme-modal-container"" class=""theme__modal-container""></div>",//div[@id='theme-modal-container'],div#theme-modal-container,theme__modal-container
cls_div_onetrust-pc-dark-filter,"<div class=""onetrust-pc-dark-filter ot-fade-in"" style=""z-index:2147483645;""></div>","//div[contains(@class, 'onetrust-pc-dark-filter')]",div.onetrust-pc-dark-filter,onetrust-pc-dark-filter ot-fade-in
id_div_onetrust-banner-sdk,"<div id=""onetrust-banner-sdk"" class=""otFlat bottom ot-wo-title ot-buttons-fw"" tabindex=""0"" role=""region"" aria-label=""Cookie banner"" style=""bottom: 0px;""><div role=""dialog"" aria-modal=""true"" aria-label=""Privacy""><div class=""ot-sdk-container""><div class=""ot-sdk-row""><div id=""onetrust-group-container"" class=""ot-sdk-eight ot-sdk-columns""><div class=""banner_logo""></div><div id=""onetrust-policy""><div id=""onetrust-policy-text"">We use first-party and third-party cookies to understand how our online store is used an",//div[@id='onetrust-banner-sdk'],div#onetrust-banner-sdk,otFlat bottom ot-wo-title ot-buttons-fw
cls_div_ot-sdk-container,"<div class=""ot-sdk-container""><div class=""ot-sdk-row""><div id=""onetrust-group-container"" class=""ot-sdk-eight ot-sdk-columns""><div class=""banner_logo""></div><div id=""onetrust-policy""><div id=""onetrust-policy-text"">We use first-party and third-party cookies to understand how our online store is used and to be able to improve it, adapt the content to your preferences and personalize our advertising, marketing and social media posts. You can accept all of them, reject them or choose your configuration by clicki","//div[contains(@class, 'ot-sdk-container')]",div.ot-sdk-container,ot-sdk-container
cls_div_ot-sdk-row,"<div class=""ot-sdk-row""><div id=""onetrust-group-container"" class=""ot-sdk-eight ot-sdk-columns""><div class=""banner_logo""></div><div id=""onetrust-policy""><div id=""onetrust-policy-text"">We use first-party and third-party cookies to understand how our online store is used and to be able to improve it, adapt the content to your preferences and personalize our advertising, marketing and social media posts. You can accept all of them, reject them or choose your configuration by clicking the corresponding buttons. ","//div[contains(@class, 'ot-sdk-row')]",div.ot-sdk-row,ot-sdk-row
id_div_onetrust-group-container,"<div id=""onetrust-group-container"" class=""ot-sdk-eight ot-sdk-columns""><div class=""banner_logo""></div><div id=""onetrust-policy""><div id=""onetrust-policy-text"">We use first-party and third-party cookies to understand how our online store is used and to be able to improve it, adapt the content to your preferences and personalize our advertising, marketing and social media posts. You can accept all of them, reject them or choose your configuration by clicking the corresponding buttons. Keep in mind that reject",//div[@id='onetrust-group-container'],div#onetrust-group-container,ot-sdk-eight ot-sdk-columns
cls_div_banner_logo,"<div class=""banner_logo""></div>","//div[contains(@class, 'banner_logo')]",div.banner_logo,banner_logo
cls_a_ot-cookie-policy-link,"<a aria-label=""More information about your privacy, opens in a new tab"" class=""ot-cookie-policy-link"" href=""https://static.zara.net/static/pdfs/ZARA/cookies-policy/cookies_policy_en_US-20241120.pdf"" rel=""noopener"" target=""_blank"">Cookies Policy</a>","//a[contains(@class, 'ot-cookie-policy-link')]",a.ot-cookie-policy-link,ot-cookie-policy-link
id_div_onetrust-button-group-parent,"<div id=""onetrust-button-group-parent"" class=""ot-sdk-three ot-sdk-columns has-reject-all-button""><div id=""onetrust-button-group""><button id=""onetrust-pc-btn-handler"" aria-label=""Cookies Settings, Opens the preference center dialog"">Cookies Settings</button> <button id=""onetrust-reject-all-handler"">Reject optional cookies</button> <button id=""onetrust-accept-btn-handler"">Accept All Cookies</button></div></div>",//div[@id='onetrust-button-group-parent'],div#onetrust-button-group-parent,ot-sdk-three ot-sdk-columns has-reject-all-button
id_div_onetrust-pc-sdk,"<div id=""onetrust-pc-sdk"" class=""otPcTab ot-hide ot-fade-in ot-sdk-not-webkit ot-tgl-with-label"" lang=""en"" aria-label=""Preference center"" role=""region""><div role=""dialog"" aria-modal=""true"" style=""height: 100%;"" aria-label=""Privacy Preference Center""><!-- pc header --><div class=""ot-pc-header"" role=""presentation""><!-- Header logo --><div class=""ot-pc-logo"" role=""img"" aria-label=""Company Logo""><img alt=""Company Logo"" src=""https://cdn.cookielaw.org/logos/5435e8e3-1f77-4efd-bb7e-591b5a6e876e/8af46fc4-b519-4b92-",//div[@id='onetrust-pc-sdk'],div#onetrust-pc-sdk,otPcTab ot-hide ot-fade-in ot-sdk-not-webkit ot-tgl-with-label
cls_div_ot-pc-header,"<div class=""ot-pc-header"" role=""presentation""><!-- Header logo --><div class=""ot-pc-logo"" role=""img"" aria-label=""Company Logo""><img alt=""Company Logo"" src=""https://cdn.cookielaw.org/logos/5435e8e3-1f77-4efd-bb7e-591b5a6e876e/8af46fc4-b519-4b92-8251-e2f3d18d0f1e/a4929b0a-65c7-4ab3-b8a5-c5a76e88c8fd/Standard.png""></div><div class=""ot-title-cntr""><h2 id=""ot-pc-title"">Privacy Preference Center</h2><div class=""ot-close-cntr""></div></div></div>","//div[contains(@class, 'ot-pc-header')]",div.ot-pc-header,ot-pc-header
cls_div_ot-pc-logo,"<div class=""ot-pc-logo"" role=""img"" aria-label=""Company Logo""><img alt=""Company Logo"" src=""https://cdn.cookielaw.org/logos/5435e8e3-1f77-4efd-bb7e-591b5a6e876e/8af46fc4-b519-4b92-8251-e2f3d18d0f1e/a4929b0a-65c7-4ab3-b8a5-c5a76e88c8fd/Standard.png""></div>","//div[contains(@class, 'ot-pc-logo')]",div.ot-pc-logo,ot-pc-logo
cls_div_ot-title-cntr,"<div class=""ot-title-cntr""><h2 id=""ot-pc-title"">Privacy Preference Center</h2><div class=""ot-close-cntr""></div></div>","//div[contains(@class, 'ot-title-cntr')]",div.ot-title-cntr,ot-title-cntr
cls_div_ot-close-cntr,"<div class=""ot-close-cntr""></div>","//div[contains(@class, 'ot-close-cntr')]",div.ot-close-cntr,ot-close-cntr
id_div_ot-pc-content,"<div id=""ot-pc-content"" class=""ot-pc-scrollbar ot-sdk-row""><div class=""ot-optout-signal ot-hide""><div class=""ot-optout-icon""><svg xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true""><path class=""ot-floating-button__svg-fill"" d=""M14.588 0l.445.328c1.807 1.303 3.961 2.533 6.461 3.688 2.015.93 4.576 1.746 7.682 2.446 0 14.178-4.73 24.133-14.19 29.864l-.398.236C4.863 30.87 0 20.837 0 6.462c3.107-.7 5.668-1.516 7.682-2.446 2.709-1.251 5.01-2.59 6.906-4.016zm5.87 13.88a.75.75 0 00-.974.159l-5.475 6.625-3.005-2.",//div[@id='ot-pc-content'],div#ot-pc-content,ot-pc-scrollbar ot-sdk-row
cls_div_ot-optout-signal,"<div class=""ot-optout-signal ot-hide""><div class=""ot-optout-icon""><svg xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true""><path class=""ot-floating-button__svg-fill"" d=""M14.588 0l.445.328c1.807 1.303 3.961 2.533 6.461 3.688 2.015.93 4.576 1.746 7.682 2.446 0 14.178-4.73 24.133-14.19 29.864l-.398.236C4.863 30.87 0 20.837 0 6.462c3.107-.7 5.668-1.516 7.682-2.446 2.709-1.251 5.01-2.59 6.906-4.016zm5.87 13.88a.75.75 0 00-.974.159l-5.475 6.625-3.005-2.997-.077-.067a.75.75 0 00-.983 1.13l4.172 4.16 6.525-7.895.","//div[contains(@class, 'ot-optout-signal')]",div.ot-optout-signal,ot-optout-signal ot-hide
cls_div_ot-optout-icon,"<div class=""ot-optout-icon""><svg xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true""><path class=""ot-floating-button__svg-fill"" d=""M14.588 0l.445.328c1.807 1.303 3.961 2.533 6.461 3.688 2.015.93 4.576 1.746 7.682 2.446 0 14.178-4.73 24.133-14.19 29.864l-.398.236C4.863 30.87 0 20.837 0 6.462c3.107-.7 5.668-1.516 7.682-2.446 2.709-1.251 5.01-2.59 6.906-4.016zm5.87 13.88a.75.75 0 00-.974.159l-5.475 6.625-3.005-2.997-.077-.067a.75.75 0 00-.983 1.13l4.172 4.16 6.525-7.895.06-.083a.75.75 0 00-.16-.973z"" fill=""#","//div[contains(@class, 'ot-optout-icon')]",div.ot-optout-icon,ot-optout-icon
